,time,weathercode (wmo code),temperature_2m_mean (°C),rain_sum (mm),Province
10002,2020-05-22,51,27.341665,1.3000001,Jakarta Raya
10003,2020-05-23,2,27.424997,0.0,Jakarta Raya
10004,2020-05-24,51,27.504168,0.2,Jakarta Raya
10005,2020-05-25,63,26.929163,6.2,Jakarta Raya
10006,2020-05-26,63,26.949999,6.299999,Jakarta Raya
10007,2020-05-27,55,25.979166,12.099999,Jakarta Raya
10008,2020-05-28,51,26.75,1.1,Jakarta Raya
10009,2020-05-29,51,27.108337,1.1,Jakarta Raya
10010,2020-05-30,61,26.845833,4.1,Jakarta Raya
10011,2020-05-31,63,26.59583,5.3,Jakarta Raya
10012,2020-06-01,61,26.379166,3.5,Jakarta Raya
10013,2020-06-02,51,26.599998,0.8000001,Jakarta Raya
10014,2020-06-03,51,26.979164,0.3,Jakarta Raya
10015,2020-06-04,51,27.070833,0.3,Jakarta Raya
10016,2020-06-05,2,26.775002,0.0,Jakarta Raya
10017,2020-06-06,2,26.525002,0.0,Jakarta Raya
10018,2020-06-07,51,26.391665,1.3000001,Jakarta Raya
10019,2020-06-08,51,26.5,1.5,Jakarta Raya
10020,2020-06-09,63,26.250002,4.6,Jakarta Raya
10021,2020-06-10,53,26.879168,1.0,Jakarta Raya
10022,2020-06-11,51,26.7875,2.8000002,Jakarta Raya
10023,2020-06-12,51,26.52917,1.4000001,Jakarta Raya
10024,2020-06-13,51,26.783333,0.2,Jakarta Raya
10025,2020-06-14,1,26.804167,0.0,Jakarta Raya
10026,2020-06-15,53,27.35,0.8000001,Jakarta Raya
10027,2020-06-16,53,26.487497,4.3999996,Jakarta Raya
10028,2020-06-17,2,26.97083,0.0,Jakarta Raya
10029,2020-06-18,53,26.675001,3.4,Jakarta Raya
10030,2020-06-19,63,26.183334,7.4,Jakarta Raya
10031,2020-06-20,51,26.487501,0.2,Jakarta Raya
10032,2020-06-21,51,26.420832,0.2,Jakarta Raya
10033,2020-06-22,61,25.975,7.0000005,Jakarta Raya
10034,2020-06-23,51,26.22083,0.5,Jakarta Raya
10035,2020-06-24,55,26.112501,2.2,Jakarta Raya
10036,2020-06-25,2,26.479164,0.0,Jakarta Raya
10037,2020-06-26,51,26.800001,1.3000001,Jakarta Raya
10038,2020-06-27,51,26.616669,0.90000004,Jakarta Raya
10039,2020-06-28,51,26.654167,0.2,Jakarta Raya
10040,2020-06-29,2,27.412498,0.0,Jakarta Raya
10041,2020-06-30,1,26.800001,0.0,Jakarta Raya
10042,2020-07-01,51,26.970833,0.2,Jakarta Raya
10043,2020-07-02,61,25.479164,9.900001,Jakarta Raya
10044,2020-07-03,51,26.337503,1.0,Jakarta Raya
10045,2020-07-04,51,26.974998,0.3,Jakarta Raya
10046,2020-07-05,2,27.008333,0.0,Jakarta Raya
10047,2020-07-06,55,26.483335,1.3000001,Jakarta Raya
10048,2020-07-07,51,26.800001,0.1,Jakarta Raya
10049,2020-07-08,61,26.654165,5.1,Jakarta Raya
10050,2020-07-09,1,26.624998,0.0,Jakarta Raya
10051,2020-07-10,51,26.408333,0.70000005,Jakarta Raya
10052,2020-07-11,51,26.829165,0.6,Jakarta Raya
10053,2020-07-12,51,26.620836,0.6,Jakarta Raya
10054,2020-07-13,51,26.375002,2.2,Jakarta Raya
10055,2020-07-14,53,26.120832,2.4,Jakarta Raya
10056,2020-07-15,51,26.312498,0.4,Jakarta Raya
10057,2020-07-16,3,26.908333,0.0,Jakarta Raya
10058,2020-07-17,51,27.091665,0.7,Jakarta Raya
10059,2020-07-18,51,26.804167,0.2,Jakarta Raya
10060,2020-07-19,51,26.550003,1.3000001,Jakarta Raya
10061,2020-07-20,51,26.5375,1.4000001,Jakarta Raya
10062,2020-07-21,53,26.28333,3.7,Jakarta Raya
10063,2020-07-22,61,25.920832,5.7000003,Jakarta Raya
10064,2020-07-23,51,26.316668,1.1,Jakarta Raya
10065,2020-07-24,2,26.620832,0.0,Jakarta Raya
10066,2020-07-25,3,26.958336,0.0,Jakarta Raya
10067,2020-07-26,1,26.291666,0.0,Jakarta Raya
10068,2020-07-27,1,25.954168,0.0,Jakarta Raya
10069,2020-07-28,2,26.354166,0.0,Jakarta Raya
10070,2020-07-29,3,26.825003,0.0,Jakarta Raya
10071,2020-07-30,51,27.012503,0.4,Jakarta Raya
10072,2020-07-31,53,26.908333,1.1,Jakarta Raya
10073,2020-08-01,1,26.216667,0.0,Jakarta Raya
10074,2020-08-02,2,26.204165,0.0,Jakarta Raya
10075,2020-08-03,3,26.895836,0.0,Jakarta Raya
10076,2020-08-04,3,27.291666,0.0,Jakarta Raya
10077,2020-08-05,2,27.487503,0.0,Jakarta Raya
10078,2020-08-06,3,27.675001,0.0,Jakarta Raya
10079,2020-08-07,51,27.637503,0.4,Jakarta Raya
10080,2020-08-08,55,27.020834,5.1,Jakarta Raya
10081,2020-08-09,53,27.099998,1.6000001,Jakarta Raya
10082,2020-08-10,2,27.583334,0.0,Jakarta Raya
10083,2020-08-11,63,27.15417,7.4,Jakarta Raya
10084,2020-08-12,51,27.15417,0.2,Jakarta Raya
10085,2020-08-13,63,26.354164,24.7,Jakarta Raya
10086,2020-08-14,51,26.387503,0.4,Jakarta Raya
10087,2020-08-15,51,26.270834,0.6,Jakarta Raya
10088,2020-08-16,51,26.637499,0.6,Jakarta Raya
10089,2020-08-17,61,26.737501,2.3000002,Jakarta Raya
10090,2020-08-18,63,26.720833,4.3999996,Jakarta Raya
10091,2020-08-19,51,27.054169,0.2,Jakarta Raya
10092,2020-08-20,51,26.745836,0.70000005,Jakarta Raya
10093,2020-08-21,2,27.024996,0.0,Jakarta Raya
10094,2020-08-22,1,27.029167,0.0,Jakarta Raya
10095,2020-08-23,51,27.179167,0.4,Jakarta Raya
10096,2020-08-24,51,27.275002,0.5,Jakarta Raya
10097,2020-08-25,1,27.087496,0.0,Jakarta Raya
10098,2020-08-26,2,27.237497,0.0,Jakarta Raya
10099,2020-08-27,1,27.258331,0.0,Jakarta Raya
10100,2020-08-28,1,27.441664,0.0,Jakarta Raya
10101,2020-08-29,2,27.708334,0.0,Jakarta Raya
10102,2020-08-30,2,27.912497,0.0,Jakarta Raya
10103,2020-08-31,3,28.087496,0.0,Jakarta Raya
10104,2020-09-01,2,28.016665,0.0,Jakarta Raya
10105,2020-09-02,61,27.670832,3.3999999,Jakarta Raya
10106,2020-09-03,63,26.995834,7.0,Jakarta Raya
10107,2020-09-04,51,27.637503,0.2,Jakarta Raya
10108,2020-09-05,51,27.141665,1.3000001,Jakarta Raya
10109,2020-09-06,2,27.524996,0.0,Jakarta Raya
10110,2020-09-07,1,27.737503,0.0,Jakarta Raya
10111,2020-09-08,2,27.70833,0.0,Jakarta Raya
10112,2020-09-09,1,27.950003,0.0,Jakarta Raya
10113,2020-09-10,61,27.425001,2.4999998,Jakarta Raya
10114,2020-09-11,53,26.96667,2.8999999,Jakarta Raya
10115,2020-09-12,1,27.658333,0.0,Jakarta Raya
10116,2020-09-13,53,27.937498,0.6,Jakarta Raya
10117,2020-09-14,55,26.987497,3.3000002,Jakarta Raya
10118,2020-09-15,55,26.6875,4.5,Jakarta Raya
10119,2020-09-16,51,26.545832,1.0,Jakarta Raya
10120,2020-09-17,2,27.237497,0.0,Jakarta Raya
10121,2020-09-18,1,27.637503,0.0,Jakarta Raya
10122,2020-09-19,1,28.191668,0.0,Jakarta Raya
10123,2020-09-20,61,27.433336,3.6,Jakarta Raya
10124,2020-09-21,61,26.841667,8.4,Jakarta Raya
10125,2020-09-22,53,26.862501,1.9000001,Jakarta Raya
10126,2020-09-23,55,27.554169,1.3000001,Jakarta Raya
10127,2020-09-24,51,27.595833,1.3000001,Jakarta Raya
10128,2020-09-25,51,27.770834,0.2,Jakarta Raya
10129,2020-09-26,63,26.883333,4.4,Jakarta Raya
10130,2020-09-27,55,26.541666,4.7999997,Jakarta Raya
10131,2020-09-28,53,27.104164,0.8,Jakarta Raya
10132,2020-09-29,53,27.424995,0.6,Jakarta Raya
10133,2020-09-30,1,27.708334,0.0,Jakarta Raya
10134,2020-10-01,55,27.66667,2.0,Jakarta Raya
10135,2020-10-02,61,27.729166,4.9000006,Jakarta Raya
10136,2020-10-03,51,26.933332,0.2,Jakarta Raya
10137,2020-10-04,51,27.320833,0.4,Jakarta Raya
10138,2020-10-05,3,27.820837,0.0,Jakarta Raya
10139,2020-10-06,3,27.708334,0.0,Jakarta Raya
10140,2020-10-07,2,27.904167,0.0,Jakarta Raya
10141,2020-10-08,53,27.670832,3.8999999,Jakarta Raya
10142,2020-10-09,63,26.750002,9.2,Jakarta Raya
10143,2020-10-10,55,26.825003,4.1,Jakarta Raya
10144,2020-10-11,61,27.016668,3.5,Jakarta Raya
10145,2020-10-12,51,26.824999,0.5,Jakarta Raya
10146,2020-10-13,53,27.329168,1.4000001,Jakarta Raya
10147,2020-10-14,51,27.925001,0.1,Jakarta Raya
10148,2020-10-15,51,27.637503,0.4,Jakarta Raya
10149,2020-10-16,61,27.725,4.6,Jakarta Raya
10150,2020-10-17,51,27.449995,0.70000005,Jakarta Raya
10151,2020-10-18,61,27.3125,3.6000001,Jakarta Raya
10152,2020-10-19,65,26.804163,16.8,Jakarta Raya
10153,2020-10-20,63,26.1875,14.600001,Jakarta Raya
10154,2020-10-21,61,26.587502,7.599999,Jakarta Raya
10155,2020-10-22,55,27.10417,6.2999997,Jakarta Raya
10156,2020-10-23,63,27.233332,5.7999997,Jakarta Raya
10157,2020-10-24,63,26.729166,9.0,Jakarta Raya
10158,2020-10-25,63,26.516665,8.6,Jakarta Raya
10159,2020-10-26,65,26.129168,26.4,Jakarta Raya
10160,2020-10-27,63,25.837502,20.5,Jakarta Raya
10161,2020-10-28,53,26.833334,1.4000001,Jakarta Raya
10162,2020-10-29,51,26.995829,2.5000002,Jakarta Raya
10163,2020-10-30,63,25.545832,22.400002,Jakarta Raya
10164,2020-10-31,65,25.612501,26.399998,Jakarta Raya
10165,2020-11-01,63,26.4375,6.1,Jakarta Raya
10166,2020-11-02,61,26.816668,3.0,Jakarta Raya
10167,2020-11-03,51,26.729166,0.3,Jakarta Raya
10168,2020-11-04,63,26.550001,9.300001,Jakarta Raya
10169,2020-11-05,55,26.087502,4.1,Jakarta Raya
10170,2020-11-06,61,25.775003,6.8999996,Jakarta Raya
10171,2020-11-07,53,26.495829,1.2,Jakarta Raya
10172,2020-11-08,53,26.554163,1.7000002,Jakarta Raya
10173,2020-11-09,51,26.845835,0.3,Jakarta Raya
10174,2020-11-10,55,26.562502,2.3,Jakarta Raya
10175,2020-11-11,51,27.10833,0.7,Jakarta Raya
10176,2020-11-12,61,27.25,4.4,Jakarta Raya
10177,2020-11-13,51,27.325003,1.4000001,Jakarta Raya
10178,2020-11-14,63,27.333336,6.0,Jakarta Raya
10179,2020-11-15,51,27.16667,0.9,Jakarta Raya
10180,2020-11-16,61,26.608332,12.4,Jakarta Raya
10181,2020-11-17,55,26.787498,2.6,Jakarta Raya
10182,2020-11-18,63,26.879168,8.3,Jakarta Raya
10183,2020-11-19,61,26.71667,6.0,Jakarta Raya
10184,2020-11-20,61,26.862501,5.6,Jakarta Raya
10185,2020-11-21,63,26.762499,6.7,Jakarta Raya
10186,2020-11-22,61,26.208336,7.5,Jakarta Raya
10187,2020-11-23,63,25.616669,10.400001,Jakarta Raya
10188,2020-11-24,61,26.812498,2.7,Jakarta Raya
10189,2020-11-25,61,27.141665,2.7,Jakarta Raya
10190,2020-11-26,51,27.025,0.6,Jakarta Raya
10191,2020-11-27,51,27.266665,1.3000001,Jakarta Raya
10192,2020-11-28,51,27.029165,0.4,Jakarta Raya
10193,2020-11-29,63,25.608335,16.999998,Jakarta Raya
10194,2020-11-30,61,25.433334,14.199998,Jakarta Raya
10195,2020-12-01,51,26.391668,0.3,Jakarta Raya
10196,2020-12-02,63,26.712502,7.2000003,Jakarta Raya
10197,2020-12-03,61,25.829168,5.1,Jakarta Raya
10198,2020-12-04,61,26.233335,6.8999996,Jakarta Raya
10199,2020-12-05,61,24.979164,23.599998,Jakarta Raya
10200,2020-12-06,61,25.112495,13.200002,Jakarta Raya
10201,2020-12-07,63,24.875006,19.399998,Jakarta Raya
10202,2020-12-08,53,25.791666,2.8000002,Jakarta Raya
10203,2020-12-09,53,26.0,2.0,Jakarta Raya
10204,2020-12-10,63,26.183334,6.8,Jakarta Raya
10205,2020-12-11,51,26.083334,2.3,Jakarta Raya
10206,2020-12-12,63,25.179167,31.0,Jakarta Raya
10207,2020-12-13,61,25.066666,21.900002,Jakarta Raya
10208,2020-12-14,61,25.433329,10.800001,Jakarta Raya
10209,2020-12-15,63,25.979166,8.5,Jakarta Raya
10210,2020-12-16,61,25.504168,12.399999,Jakarta Raya
10211,2020-12-17,63,25.66667,14.100001,Jakarta Raya
10212,2020-12-18,63,25.487501,15.000001,Jakarta Raya
10213,2020-12-19,51,26.008333,0.5,Jakarta Raya
10214,2020-12-20,55,25.875002,1.9,Jakarta Raya
10215,2020-12-21,61,24.762503,13.100001,Jakarta Raya
10216,2020-12-22,51,25.783333,0.8000001,Jakarta Raya
10217,2020-12-23,61,26.504166,3.3,Jakarta Raya
10218,2020-12-24,63,26.358335,9.0,Jakarta Raya
10219,2020-12-25,3,26.320831,0.0,Jakarta Raya
10220,2020-12-26,61,26.366667,3.3999999,Jakarta Raya
10221,2020-12-27,51,26.808332,0.6,Jakarta Raya
10222,2020-12-28,53,26.570837,4.4,Jakarta Raya
10223,2020-12-29,63,25.875,11.999999,Jakarta Raya
10224,2020-12-30,63,25.40417,15.4,Jakarta Raya
10225,2020-12-31,61,25.129168,11.5,Jakarta Raya
10226,2021-01-01,55,25.787498,4.0,Jakarta Raya
10227,2021-01-02,51,25.879166,0.8000001,Jakarta Raya
10228,2021-01-03,61,26.091667,5.400001,Jakarta Raya
10229,2021-01-04,61,25.725,13.900001,Jakarta Raya
10230,2021-01-05,63,25.966667,12.9,Jakarta Raya
10231,2021-01-06,61,25.637497,11.199999,Jakarta Raya
10232,2021-01-07,61,25.570837,14.1,Jakarta Raya
10233,2021-01-08,53,26.320833,1.8,Jakarta Raya
10234,2021-01-09,63,25.854166,28.900002,Jakarta Raya
10235,2021-01-10,61,25.775,5.6999993,Jakarta Raya
10236,2021-01-11,61,25.841667,8.3,Jakarta Raya
10237,2021-01-12,63,25.25833,15.400001,Jakarta Raya
10238,2021-01-13,55,25.070837,9.300001,Jakarta Raya
10239,2021-01-14,53,25.258333,4.2,Jakarta Raya
10240,2021-01-15,51,25.737501,0.2,Jakarta Raya
10241,2021-01-16,53,26.508331,0.6,Jakarta Raya
10242,2021-01-17,63,25.791666,6.0000005,Jakarta Raya
10243,2021-01-18,63,24.708334,16.0,Jakarta Raya
10244,2021-01-19,61,25.14167,13.8,Jakarta Raya
10245,2021-01-20,63,25.554169,15.100001,Jakarta Raya
10246,2021-01-21,61,25.516663,11.899998,Jakarta Raya
10247,2021-01-22,51,26.037498,1.3000002,Jakarta Raya
10248,2021-01-23,53,25.933334,4.0,Jakarta Raya
10249,2021-01-24,53,24.966665,6.399999,Jakarta Raya
10250,2021-01-25,61,25.412498,10.700001,Jakarta Raya
10251,2021-01-26,63,25.404165,13.599999,Jakarta Raya
10252,2021-01-27,63,24.566666,31.600002,Jakarta Raya
10253,2021-01-28,63,24.458334,22.299997,Jakarta Raya
10254,2021-01-29,61,24.562502,10.4,Jakarta Raya
10255,2021-01-30,63,24.570833,19.7,Jakarta Raya
10256,2021-01-31,55,24.929169,6.9,Jakarta Raya
10257,2021-02-01,53,25.799997,1.6,Jakarta Raya
10258,2021-02-02,55,25.716667,6.1999993,Jakarta Raya
10259,2021-02-03,63,24.9,23.199999,Jakarta Raya
10260,2021-02-04,61,25.408335,8.8,Jakarta Raya
10261,2021-02-05,55,25.604164,7.2000003,Jakarta Raya
10262,2021-02-06,55,26.03333,6.5999994,Jakarta Raya
10263,2021-02-07,63,25.645836,26.699999,Jakarta Raya
10264,2021-02-08,63,25.470835,37.700005,Jakarta Raya
10265,2021-02-09,63,25.741663,10.1,Jakarta Raya
10266,2021-02-10,63,25.416664,23.199999,Jakarta Raya
10267,2021-02-11,53,26.275,1.3000001,Jakarta Raya
10268,2021-02-12,61,25.366667,5.1,Jakarta Raya
10269,2021-02-13,53,25.741669,4.9000006,Jakarta Raya
10270,2021-02-14,61,25.187502,7.8999996,Jakarta Raya
10271,2021-02-15,53,25.15833,3.8,Jakarta Raya
10272,2021-02-16,61,24.920835,16.199999,Jakarta Raya
10273,2021-02-17,63,25.133331,17.1,Jakarta Raya
10274,2021-02-18,63,25.066666,22.099998,Jakarta Raya
10275,2021-02-19,61,24.583334,19.9,Jakarta Raya
10276,2021-02-20,63,24.775,27.300001,Jakarta Raya
10277,2021-02-21,55,26.037498,6.3999996,Jakarta Raya
10278,2021-02-22,55,25.979166,2.7,Jakarta Raya
10279,2021-02-23,61,26.495834,3.8000002,Jakarta Raya
10280,2021-02-24,63,25.050001,17.100002,Jakarta Raya
10281,2021-02-25,63,25.070833,32.600002,Jakarta Raya
10282,2021-02-26,61,25.0,22.299997,Jakarta Raya
10283,2021-02-27,53,26.108335,2.4000003,Jakarta Raya
10284,2021-02-28,61,26.762499,1.9000001,Jakarta Raya
10285,2021-03-01,61,26.608332,6.2000003,Jakarta Raya
10286,2021-03-02,61,26.074997,6.7999997,Jakarta Raya
10287,2021-03-03,61,26.454168,4.9,Jakarta Raya
10288,2021-03-04,63,26.358335,5.8999996,Jakarta Raya
10289,2021-03-05,63,26.112501,8.3,Jakarta Raya
10290,2021-03-06,61,25.866667,8.500001,Jakarta Raya
10291,2021-03-07,63,25.699999,20.2,Jakarta Raya
10292,2021-03-08,63,25.074997,14.2,Jakarta Raya
10293,2021-03-09,53,26.120832,1.1,Jakarta Raya
10294,2021-03-10,61,25.416666,8.2,Jakarta Raya
10295,2021-03-11,63,25.666664,12.100001,Jakarta Raya
10296,2021-03-12,63,26.020836,5.8,Jakarta Raya
10297,2021-03-13,55,26.262499,1.7,Jakarta Raya
10298,2021-03-14,53,26.245834,1.5000001,Jakarta Raya
10299,2021-03-15,61,26.329165,6.8,Jakarta Raya
10300,2021-03-16,63,25.591665,13.3,Jakarta Raya
10301,2021-03-17,53,26.208334,1.3,Jakarta Raya
10302,2021-03-18,63,26.087502,13.0,Jakarta Raya
10303,2021-03-19,61,26.504168,3.8999999,Jakarta Raya
10304,2021-03-20,2,27.095833,0.0,Jakarta Raya
10305,2021-03-21,63,26.808334,4.3,Jakarta Raya
10306,2021-03-22,61,26.645834,4.2999997,Jakarta Raya
10307,2021-03-23,53,26.42083,2.3,Jakarta Raya
10308,2021-03-24,61,26.166666,3.9,Jakarta Raya
10309,2021-03-25,53,26.754166,1.0,Jakarta Raya
10310,2021-03-26,61,26.7875,4.0,Jakarta Raya
10311,2021-03-27,63,26.091665,15.999999,Jakarta Raya
10312,2021-03-28,61,26.849998,4.6,Jakarta Raya
10313,2021-03-29,53,26.4,3.6,Jakarta Raya
10314,2021-03-30,63,25.754168,12.4,Jakarta Raya
10315,2021-03-31,61,26.220833,12.299999,Jakarta Raya
10316,2021-04-01,63,25.295832,34.600002,Jakarta Raya
10317,2021-04-02,3,26.458338,0.0,Jakarta Raya
10318,2021-04-03,61,25.729164,13.9,Jakarta Raya
10319,2021-04-04,61,25.704168,17.0,Jakarta Raya
10320,2021-04-05,53,26.20833,3.8,Jakarta Raya
10321,2021-04-06,53,26.487497,3.0,Jakarta Raya
10322,2021-04-07,53,26.275,3.0000002,Jakarta Raya
10323,2021-04-08,51,26.870832,1.1,Jakarta Raya
10324,2021-04-09,55,26.370834,4.3,Jakarta Raya
10325,2021-04-10,53,26.445833,5.4999995,Jakarta Raya
10326,2021-04-11,61,26.387497,4.0,Jakarta Raya
10327,2021-04-12,51,26.383333,0.2,Jakarta Raya
10328,2021-04-13,63,26.137499,13.4,Jakarta Raya
10329,2021-04-14,63,26.004164,20.900002,Jakarta Raya
10330,2021-04-15,63,25.35,13.900001,Jakarta Raya
10331,2021-04-16,53,26.108335,2.4,Jakarta Raya
10332,2021-04-17,61,26.304167,3.7,Jakarta Raya
10333,2021-04-18,55,26.241669,2.7,Jakarta Raya
10334,2021-04-19,55,26.158335,3.8000002,Jakarta Raya
10335,2021-04-20,55,25.974998,3.7999997,Jakarta Raya
10336,2021-04-21,2,26.445833,0.0,Jakarta Raya
10337,2021-04-22,51,26.474998,0.2,Jakarta Raya
10338,2021-04-23,51,26.362497,0.8,Jakarta Raya
10339,2021-04-24,51,26.216667,0.4,Jakarta Raya
10340,2021-04-25,51,26.566668,0.4,Jakarta Raya
10341,2021-04-26,1,26.929167,0.0,Jakarta Raya
10342,2021-04-27,51,27.254166,0.2,Jakarta Raya
10343,2021-04-28,51,26.699999,1.2,Jakarta Raya
10344,2021-04-29,51,26.366667,0.90000004,Jakarta Raya
10345,2021-04-30,61,26.079168,5.3,Jakarta Raya
10346,2021-05-01,61,26.59583,2.9999998,Jakarta Raya
10347,2021-05-02,55,26.704165,3.0,Jakarta Raya
10348,2021-05-03,53,26.750002,2.4,Jakarta Raya
10349,2021-05-04,61,26.966665,3.8,Jakarta Raya
10350,2021-05-05,61,26.775002,6.9,Jakarta Raya
10351,2021-05-06,63,26.220835,18.5,Jakarta Raya
10352,2021-05-07,53,26.387497,1.5000001,Jakarta Raya
10353,2021-05-08,53,26.670832,3.1,Jakarta Raya
10354,2021-05-09,53,26.883333,2.1,Jakarta Raya
10355,2021-05-10,53,27.250002,1.1,Jakarta Raya
10356,2021-05-11,2,27.741669,0.0,Jakarta Raya
10357,2021-05-12,51,27.654167,0.1,Jakarta Raya
10358,2021-05-13,2,27.470835,0.0,Jakarta Raya
10359,2021-05-14,53,27.366667,1.0,Jakarta Raya
10360,2021-05-15,51,27.487497,0.4,Jakarta Raya
10361,2021-05-16,51,27.495832,0.8000001,Jakarta Raya
10362,2021-05-17,53,26.90417,2.8000002,Jakarta Raya
10363,2021-05-18,55,26.650002,3.9999998,Jakarta Raya
10364,2021-05-19,51,27.02917,0.2,Jakarta Raya
10365,2021-05-20,51,27.0,1.7000003,Jakarta Raya
10366,2021-05-21,53,26.949997,1.6,Jakarta Raya
10367,2021-05-22,61,26.170835,12.6,Jakarta Raya
10368,2021-05-23,51,26.554167,0.3,Jakarta Raya
10369,2021-05-24,55,26.516668,7.8999996,Jakarta Raya
10370,2021-05-25,53,26.820833,0.70000005,Jakarta Raya
10371,2021-05-26,1,27.387503,0.0,Jakarta Raya
10372,2021-05-27,51,27.60417,0.2,Jakarta Raya
10373,2021-05-28,61,27.35,5.4,Jakarta Raya
10374,2021-05-29,63,26.1,23.199999,Jakarta Raya
10375,2021-05-30,51,26.500002,0.4,Jakarta Raya
10376,2021-05-31,51,26.841667,1.3000001,Jakarta Raya
10377,2021-06-01,53,26.483332,1.9,Jakarta Raya
10378,2021-06-02,61,26.883333,2.6,Jakarta Raya
10379,2021-06-03,53,26.729166,2.6,Jakarta Raya
10380,2021-06-04,55,26.924995,3.2999997,Jakarta Raya
10381,2021-06-05,51,27.137499,0.2,Jakarta Raya
10382,2021-06-06,53,26.383333,2.0,Jakarta Raya
10383,2021-06-07,51,26.787498,0.1,Jakarta Raya
10384,2021-06-08,51,26.695833,0.9000001,Jakarta Raya
10385,2021-06-09,53,26.291666,1.6,Jakarta Raya
10386,2021-06-10,55,26.699999,1.4000001,Jakarta Raya
10387,2021-06-11,61,25.904167,6.2,Jakarta Raya
10388,2021-06-12,3,26.945833,0.0,Jakarta Raya
10389,2021-06-13,51,27.058334,1.9000001,Jakarta Raya
10390,2021-06-14,2,26.666666,0.0,Jakarta Raya
10391,2021-06-15,63,25.900002,9.400001,Jakarta Raya
10392,2021-06-16,63,25.508333,9.6,Jakarta Raya
10393,2021-06-17,53,25.679167,2.0,Jakarta Raya
10394,2021-06-18,63,25.829168,15.000002,Jakarta Raya
10395,2021-06-19,61,25.3125,7.2,Jakarta Raya
10396,2021-06-20,61,25.112497,5.2,Jakarta Raya
10397,2021-06-21,63,25.270836,7.3,Jakarta Raya
10398,2021-06-22,55,25.620834,5.6,Jakarta Raya
10399,2021-06-23,63,25.399996,8.8,Jakarta Raya
10400,2021-06-24,61,24.641668,8.3,Jakarta Raya
10401,2021-06-25,55,25.962503,3.3000002,Jakarta Raya
10402,2021-06-26,61,26.054169,4.6000004,Jakarta Raya
10403,2021-06-27,53,25.808332,3.8,Jakarta Raya
10404,2021-06-28,55,25.308336,3.1000001,Jakarta Raya
10405,2021-06-29,61,25.395834,3.4999998,Jakarta Raya
10406,2021-06-30,63,24.908333,7.7000003,Jakarta Raya
10407,2021-07-01,63,25.429167,4.0000005,Jakarta Raya
10408,2021-07-02,2,26.174997,0.0,Jakarta Raya
10409,2021-07-03,3,26.579165,0.0,Jakarta Raya
10410,2021-07-04,1,26.425003,0.0,Jakarta Raya
10411,2021-07-05,51,26.379166,0.3,Jakarta Raya
10412,2021-07-06,51,26.204168,0.70000005,Jakarta Raya
10413,2021-07-07,51,25.737501,0.70000005,Jakarta Raya
10414,2021-07-08,3,26.275,0.0,Jakarta Raya
10415,2021-07-09,2,26.9,0.0,Jakarta Raya
10416,2021-07-10,61,26.375,5.6,Jakarta Raya
10417,2021-07-11,53,26.087502,5.699999,Jakarta Raya
10418,2021-07-12,51,26.445833,0.3,Jakarta Raya
10419,2021-07-13,51,25.704165,0.3,Jakarta Raya
10420,2021-07-14,3,25.395834,0.0,Jakarta Raya
10421,2021-07-15,2,26.120834,0.0,Jakarta Raya
10422,2021-07-16,1,26.358335,0.0,Jakarta Raya
10423,2021-07-17,2,26.683332,0.0,Jakarta Raya
10424,2021-07-18,1,26.508333,0.0,Jakarta Raya
10425,2021-07-19,51,26.616667,0.2,Jakarta Raya
10426,2021-07-20,53,26.29167,2.5,Jakarta Raya
10427,2021-07-21,61,25.933332,4.5,Jakarta Raya
10428,2021-07-22,51,26.537498,0.6,Jakarta Raya
10429,2021-07-23,61,26.020834,6.3,Jakarta Raya
10430,2021-07-24,61,25.78333,5.1000004,Jakarta Raya
10431,2021-07-25,1,26.0625,0.0,Jakarta Raya
10432,2021-07-26,1,25.995832,0.0,Jakarta Raya
10433,2021-07-27,1,26.054167,0.0,Jakarta Raya
10434,2021-07-28,1,26.108332,0.0,Jakarta Raya
10435,2021-07-29,1,26.775,0.0,Jakarta Raya
10436,2021-07-30,51,27.025002,0.2,Jakarta Raya
10437,2021-07-31,51,26.9125,0.5,Jakarta Raya
10438,2021-08-01,55,26.791666,2.0,Jakarta Raya
10439,2021-08-02,53,26.320837,1.9,Jakarta Raya
10440,2021-08-03,2,27.120834,0.0,Jakarta Raya
10441,2021-08-04,53,27.14167,1.1,Jakarta Raya
10442,2021-08-05,61,26.4625,3.5,Jakarta Raya
10443,2021-08-06,2,27.137497,0.0,Jakarta Raya
10444,2021-08-07,51,27.420832,0.6,Jakarta Raya
10445,2021-08-08,51,27.645836,0.5,Jakarta Raya
10446,2021-08-09,61,27.112501,3.3999999,Jakarta Raya
10447,2021-08-10,65,25.354166,127.100006,Jakarta Raya
10448,2021-08-11,1,26.166664,0.0,Jakarta Raya
10449,2021-08-12,1,26.520838,0.0,Jakarta Raya
10450,2021-08-13,53,25.924997,2.2,Jakarta Raya
10451,2021-08-14,1,26.391668,0.0,Jakarta Raya
10452,2021-08-15,51,27.158333,0.3,Jakarta Raya
10453,2021-08-16,1,26.737501,0.0,Jakarta Raya
10454,2021-08-17,51,26.537498,0.2,Jakarta Raya
10455,2021-08-18,61,26.474997,1.7,Jakarta Raya
10456,2021-08-19,63,25.479166,6.2999997,Jakarta Raya
10457,2021-08-20,55,25.966665,3.8999999,Jakarta Raya
10458,2021-08-21,61,25.637497,4.5,Jakarta Raya
